Gk Sort	book	b	c	v	Heading	Crossref
67167	John	43	6	66	Peter's Confession of Faith	『matthew｜16｜13｜Matthew 16:13-20』『mark｜8｜27｜Mark 8:27-30』『luke｜9｜18｜Luke 9:18-20』
67273	John	43	7	1	Jesus Teaches at the Feast	
67760	John	43	7	25	Is Jesus the Christ?	
68030	John	43	7	37	Living Water	
68102	John	43	7	40	Division Regarding Jesus	
68196	John	43	7	45	Unbelief of the Jewish Leaders	
68353	John	43	8	1	The Woman Caught in Adultery	
68584	John	43	8	12	Jesus the Light of the World	『1_john｜1｜5｜1 John 1:5-10』
69015	John	43	8	30	The Truth will Set You Free	『2_john｜1｜4｜2 John 1:4-6』
69140	John	43	8	37	The Children of the Devil	
69420	John	43	8	48	Before Abraham was Born, I Am	
69690	John	43	9	1	Jesus Heals the Man Born Blind	
69929	John	43	9	13	The Pharisees Investigate the Healing	
70408	John	43	9	35	Spiritual Blindness	
70546	John	43	10	1	Jesus the Good Shepherd	『psalms｜23｜1｜Psalm 23:1-6』『ezekiel｜34｜11｜Ezekiel 34:11-24』
70998	John	43	10	22	The Unbelief of the Jews	
71353	John	43	10	40	John's Testimony Confirmed	
71411	John	43	11	1	The Death of Lazarus	
71723	John	43	11	17	Jesus Comforts Martha and Mary	
72137	John	43	11	38	Jesus Raises Lazarus	『acts｜20｜7｜Acts 20:7-12』
72291	John	43	11	45	The Plot to Kill Jesus	『matthew｜26｜1｜Matthew 26:1-5』『mark｜14｜1｜Mark 14:1-2』『luke｜22｜1｜Luke 22:1-6』
72584	John	43	12	1	Mary Anoints Jesus	『matthew｜26｜6｜Matthew 26:6-13』『mark｜14｜3｜Mark 14:3-9』
72759	John	43	12	9	The Plot to Kill Lazarus	
72820	John	43	12	12	The Triumphal Entry	『zechariah｜9｜9｜Zechariah 9:9-13』『matthew｜21｜1｜Matthew 21:1-11』『mark｜11｜1｜Mark 11:1-11』『luke｜19｜28｜Luke 19:28-40』
72992	John	43	12	20	Jesus Predicts His Death	
73379	John	43	12	37	Belief and Unbelief	
73676	John	43	13	1	Jesus Washes His Disciples' Feet	
74044	John	43	13	18	Jesus Predicts His Betrayal	『psalms｜41｜1｜Psalm 41:1-13』『matthew｜26｜17｜Matthew 26:17-25』『mark｜14｜12｜Mark 14:12-21』『luke｜22｜7｜Luke 22:7-13』
74318	John	43	13	31	Love One Another	『romans｜12｜9｜Romans 12:9-13』『1_john｜3｜11｜1 John 3:11-24』
74425	John	43	13	36	Jesus Predicts Peter's Denial	『matthew｜26｜31｜Matthew 26:31-35』『mark｜14｜27｜Mark 14:27-31』『luke｜22｜31｜Luke 22:31-38』
74496	John	43	14	1	In My Father's House are Many Rooms	
74573	John	43	14	5	The Way, the Truth, and the Life	
74808	John	43	14	15	Jesus Promises the Holy Spirit	『joel｜2｜28｜Joel 2:28-32』『john｜16｜5｜John 16:5-16』『acts｜2｜1｜Acts 2:1-13』『acts｜10｜44｜Acts 10:44-48』『acts｜19｜1｜Acts 19:1-7』
75082	John	43	14	27	Peace I Leave with You	『romans｜5｜1｜Romans 5:1-5』
75199	John	43	15	1	Jesus the True Vine	
75383	John	43	15	9	No Greater Love	
75578	John	43	15	18	The Hatred of the World	
75806	John	43	16	1	Persecution Foretold	『acts｜23｜12｜Acts 23:12-22』
75881	John	43	16	5	The Promise of the Holy Spirit	『joel｜2｜28｜Joel 2:28-32』『john｜14｜15｜John 14:15-26』『acts｜2｜1｜Acts 2:1-13』『acts｜10｜44｜Acts 10:44-48』『acts｜19｜1｜Acts 19:1-7』
76111	John	43	16	17	Grief to Joy	
76282	John	43	16	23	Ask and You will Receive	
76525	John	43	17	1	Prayer for the Son	
76636	John	43	17	6	Prayer for the Disciples	
76949	John	43	17	20	Prayer for all Believers	
77127	John	43	18	1	The Betrayal of Jesus	『matthew｜26｜47｜Matthew 26:47-56』『mark｜14｜43｜Mark 14:43-52』『luke｜22｜47｜Luke 22:47-53』
77431	John	43	18	15	Peter's First Denial	『matthew｜26｜69｜Matthew 26:69-71』『mark｜14｜66｜Mark 14:66-67』『luke｜22｜54｜Luke 22:54-57』
77545	John	43	18	19	Jesus Before the High Priest	『isaiah｜53｜1｜Isaiah 53:1-8』『matthew｜26｜57｜Matthew 26:57-68』『mark｜14｜53｜Mark 14:53-65』『1_peter｜2｜21｜1 Peter 2:21-25』
77669	John	43	18	25	Peter's Second and Third Denials	『matthew｜26｜71｜Matthew 26:71-75』『mark｜14｜68｜Mark 14:68-72』『luke｜22｜58｜Luke 22:58-62』
77736	John	43	18	28	Jesus Before Pilate	『matthew｜27｜11｜Matthew 27:11-14』『luke｜23｜1｜Luke 23:1-6』
78077	John	43	19	1	The Soldiers Mock Jesus	『isaiah｜50｜4｜Isaiah 50:4-11』『matthew｜27｜27｜Matthew 27:27-31』『mark｜15｜16｜Mark 15:16-20』『luke｜22｜63｜Luke 22:63-65』
78430	John	43	19	16	The Crucifixion	『psalms｜22｜1｜Psalm 22:1-36』『psalms｜69｜1｜Psalm 69:1-36』『matthew｜27｜32｜Matthew 27:32-44』『mark｜15｜21｜Mark 15:21-32』『luke｜23｜26｜Luke 23:26-43』
78725	John	43	19	28	The Death of Jesus	『psalms｜22｜1｜Psalm 22:1-31』『matthew｜27｜45｜Matthew 27:45-56』『mark｜15｜33｜Mark 15:33-41』『luke｜23｜44｜Luke 23:44-49』
78783	John	43	19	31	Jesus' Side is Pierced	『zechariah｜12｜10｜Zechariah 12:10-14』
78933	John	43	19	38	The Burial of Jesus	『isaiah｜53｜9｜Isaiah 53:9-12』『matthew｜27｜57｜Matthew 27:57-61』『mark｜15｜42｜Mark 15:42-47』『luke｜23｜50｜Luke 23:50-56』
79064	John	43	20	1	The Resurrection	『psalms｜16｜1｜Psalm 16:1-11』『psalms｜49｜1｜Psalm 49:1-20』『matthew｜28｜1｜Matthew 28:1-10』『mark｜16｜1｜Mark 16:1-8』『luke｜24｜1｜Luke 24:1-12』
79261	John	43	20	10	Jesus Appears to Mary Magdalene	『mark｜16｜9｜Mark 16:9-11』
79470	John	43	20	19	Jesus Appears to the Disciples	『luke｜24｜36｜Luke 24:36-43』『1_john｜1｜1｜1 John 1:1-4』
79580	John	43	20	24	Jesus Appears to Thomas	
79752	John	43	20	30	The Purpose of John's Book	
79804	John	43	21	1	Jesus Appears by the Sea of Tiberias	
80140	John	43	21	15	Jesus Reinstates Peter	
80296	John	43	21	20	Jesus and the Beloved Apostle	
80453	Acts	44	1	1	Prologue	『luke｜1｜1｜Luke 1:1-4』
80560	Acts	44	1	6	The Ascension	『mark｜16｜19｜Mark 16:19-20』『luke｜24｜50｜Luke 24:50-53』
80712	Acts	44	1	12	Matthias Replaces Judas	
81063	Acts	44	2	1	The Holy Spirit at Pentecost	『joel｜2｜28｜Joel 2:28-32』『john｜14｜15｜John 14:15-26』『john｜16｜5｜John 16:5-16』『acts｜10｜44｜Acts 10:44-48』『acts｜19｜1｜Acts 19:1-7』
81309	Acts	44	2	14	Peter Preaches to the Crowd	
81845	Acts	44	2	37	Three Thousand Believe	
81964	Acts	44	2	42	The Fellowship of Believers	『acts｜4｜32｜Acts 4:32-37』
82088	Acts	44	3	1	A Lame Man Walks	
82306	Acts	44	3	11	Peter Speaks in Solomon's Colonnade	
82695	Acts	44	4	1	Peter and John Before the Council	
82958	Acts	44	4	13	The Name Forbidden	
83171	Acts	44	4	23	The Believers' Prayer	『psalms｜2｜1｜Psalm 2:1-12』
83396	Acts	44	4	32	Sharing among Believers	『acts｜2｜42｜Acts 2:42-47』
83531	Acts	44	5	1	Ananias and Sapphira	
83781	Acts	44	5	12	The Apostles Heal Many	
83888	Acts	44	5	17	The Apostles Arrested and Freed	
84044	Acts	44	5	24	The Apostles Before the Council	
84246	Acts	44	5	33	Gamaliel's Advice	
84472	Acts	44	6	1	The Choosing of the Seven	『1_timothy｜3｜8｜1 Timothy 3:8-13』
84638	Acts	44	6	8	The Arrest of Stephen	
84811	Acts	44	7	1	Stephen's Address to the Sanhedrin	
86034	Acts	44	7	54	The Stoning of Stephen	
86174	Acts	44	8	1	Saul Persecutes the Church	
86249	Acts	44	8	4	Philip in Samaria	
86333	Acts	44	8	9	Simon the Sorcerer	『deuteronomy｜18｜9｜Deuteronomy 18:9-14』
86690	Acts	44	8	26	Philip and the Ethiopian	
87052	Acts	44	9	1	The Road to Damascus	『acts｜22｜1｜Acts 22:1-21』『acts｜26｜1｜Acts 26:1-23』
87247	Acts	44	9	10	Ananias Baptizes Saul	
87484	Acts	44	9	20	Saul Preaches at Damascus	
87560	Acts	44	9	23	The Escape from Damascus	『1_samuel｜19｜11｜1 Samuel 19:11-24』
87615	Acts	44	9	26	Saul in Jerusalem	
87756	Acts	44	9	32	The Healing of Aeneas	
87834	Acts	44	9	36	The Raising of Dorcas	
88027	Acts	44	10	1	Cornelius Sends for Peter	
88198	Acts	44	10	9	Peter's Vision	『leviticus｜11｜1｜Leviticus 11:1-47』『deuteronomy｜14｜1｜Deuteronomy 14:1-21』
88343	Acts	44	10	17	Peter Called to Caesarea	
88520	Acts	44	10	24	Peter Visits Cornelius	
88740	Acts	44	10	34	Good News for Gentiles	
88967	Acts	44	10	44	The Gentiles Receive the Holy Spirit	『joel｜2｜28｜Joel 2:28-32』『john｜14｜15｜John 14:15-26』『john｜16｜5｜John 16:5-16』『acts｜2｜1｜Acts 2:1-13』『acts｜19｜1｜Acts 19:1-7』
89073	Acts	44	11	1	Peter's Report at Jerusalem	
89456	Acts	44	11	19	The Church at Antioch	
89722	Acts	44	12	1	James Killed, Peter Imprisoned	
89799	Acts	44	12	5	The Rescue of Peter	
90194	Acts	44	12	20	The Death of Herod	
90315	Acts	44	13	1	Paul's First Missionary Journey	『acts｜15｜36｜Acts 15:36-41』『acts｜18｜23｜Acts 18:23-28』
90393	Acts	44	13	4	On Cyprus	
90593	Acts	44	13	13	In Pisidian Antioch	
91212	Acts	44	13	42	The Gentiles Ask to Hear the Gospel	
91456	Acts	44	14	1	Paul and Barnabas at Iconium	
91600	Acts	44	14	8	The Visit to Lystra and Derbe	
91893	Acts	44	14	21	The Return to Syrian Antioch	
91986	Acts	44	14	26	The Report to the Church at Antioch	
92042	Acts	44	15	1	The Dispute over Circumcision	『genesis｜17｜9｜Genesis 17:9-27』『leviticus｜12｜1｜Leviticus 12:1-8』『joshua｜5｜1｜Joshua 5:1-9』
92160	Acts	44	15	5	The Council at Jerusalem	
92519	Acts	44	15	22	The Letter to the Gentile Believers	
92704	Acts	44	15	30	The Believers at Antioch Rejoice	
92801	Acts	44	15	36	Paul's Second Missionary Journey	『acts｜13｜1｜Acts 13:1-3』『acts｜18｜23｜Acts 18:23-28』
92919	Acts	44	16	1	Timothy Joins Paul and Silas	
93033	Acts	44	16	6	Paul's Vision of the Macedonian	
93136	Acts	44	16	11	Lydia’s Conversion in Philippi	『revelation｜2｜18｜Revelation 2:18-29』
93259	Acts	44	16	16	Paul and Silas Imprisoned	
93466	Acts	44	16	25	The Conversion of the Jailer	
93670	Acts	44	16	35	An Official Apology	
93799	Acts	44	17	1	Paul Preaches at Thessalonica	
93896	Acts	44	17	5	The Uproar in Thessalonica	
94002	Acts	44	17	10	The Character of the Bereans	
94163	Acts	44	17	16	Paul in Athens	
94314	Acts	44	17	22	Paul Before the Areopagus	
94611	Acts	44	18	1	Paul's Ministry in Corinth	
94865	Acts	44	18	12	Paul Before Gallio	
94990	Acts	44	18	18	Paul Returns to Antioch	
95100	Acts	44	18	23	Paul's Third Missionary Journey	『acts｜13｜1｜Acts 13:1-3』『acts｜15｜36｜Acts 15:36-41』
95243	Acts	44	19	1	The Holy Spirit Received at Ephesus	『joel｜2｜28｜Joel 2:28-32』『john｜14｜15｜John 14:15-26』『john｜16｜5｜John 16:5-16』『acts｜2｜1｜Acts 2:1-13』『acts｜10｜44｜Acts 10:44-48』
95382	Acts	44	19	8	Paul Ministers in Ephesus	『revelation｜2｜1｜Revelation 2:1-7』
95503	Acts	44	19	13	The Sons of Sceva	
95690	Acts	44	19	21	The Riot in Ephesus	
96163	Acts	44	20	1	Paul in Macedonia and Greece	
96292	Acts	44	20	7	Eutychus Revived at Troas	『john｜11｜38｜John 11:38-44』
96422	Acts	44	20	13	From Troas to Miletus	
96519	Acts	44	20	17	Paul's Farewell to the Ephesians	
96992	Acts	44	21	1	Paul's Journey to Jerusalem	
97152	Acts	44	21	8	Paul Visits Philip the Evangelist	
97355	Acts	44	21	17	Paul's Arrival at Jerusalem	
97590	Acts	44	21	27	Paul Seized in the Temple	
97841	Acts	44	21	37	Paul Speaks to the People	
97950	Acts	44	22	1	Paul's Defense to the Crowd	『acts｜9｜1｜Acts 9:1-9』『acts｜26｜1｜Acts 26:1-23』
98419	Acts	44	22	22	Paul the Roman Citizen	
98639	Acts	44	23	1	Paul Before the Sanhedrin	
98915	Acts	44	23	12	The Plot to Kill Paul	『john｜16｜1｜John 16:1-4』
99192	Acts	44	23	23	Paul Sent to Felix	
99443	Acts	44	24	1	Tertullus Prosecutes Paul	
99629	Acts	44	24	10	Paul's Defense to Felix	
99885	Acts	44	24	22	The Verdict Postponed	
100036	Acts	44	25	1	Paul's Trial Before Festus	
100232	Acts	44	25	10	The Appeal to Caesar	
100307	Acts	44	25	13	Festus Consults King Agrippa	
100531	Acts	44	25	23	Paul Before Agrippa and Bernice	
100675	Acts	44	26	1	Paul's Testimony to Agrippa	『acts｜9｜1｜Acts 9:1-9』『acts｜22｜1｜Acts 22:1-21』
101206	Acts	44	26	24	Festus Interrupts Paul's Defense	
101399	Acts	44	27	1	Paul Sails for Rome	
101675	Acts	44	27	13	The Storm at Sea	『jeremiah｜6｜10｜Jeremiah 6:10-21』『jeremiah｜25｜15｜Jeremiah 25:15-33』『jonah｜1｜4｜Jonah 1:4-10』『romans｜1｜18｜Romans 1:18-32』
101939	Acts	44	27	27	The Shipwreck	
102330	Acts	44	28	1	Ashore on Malta	
102568	Acts	44	28	11	Paul Arrives in Italy	
102665	Acts	44	28	16	Paul Preaches at Rome	
103071	Romans	45	1	1	Greeting the Saints in Rome	
103192	Romans	45	1	8	Paul's Desire to Visit Rome	『1_thessalonians｜2｜17｜1 Thessalonians 2:17-20』
103367	Romans	45	1	16	Unashamed of the Gospel	
103412	Romans	45	1	18	God's Wrath against Sin	『jeremiah｜6｜10｜Jeremiah 6:10-21』『jeremiah｜25｜15｜Jeremiah 25:15-33』『jonah｜1｜4｜Jonah 1:4-10』『acts｜27｜13｜Acts 27:13-26』
103742	Romans	45	2	1	God's Righteous Judgment	『genesis｜4｜1｜Genesis 4:1-7』『jude｜1｜3｜Jude 1:3-16』
104071	Romans	45	2	17	The Jews and the Law	
104308	Romans	45	3	1	God Remains Faithful	『psalms｜147｜1｜Psalm 147:1-20』『hebrews｜10｜1｜Hebrews 10:1-18』
104479	Romans	45	3	9	There is No One Righteous	『psalms｜14｜1｜Psalm 14:1-7』
104660	Romans	45	3	21	Righteousness through Faith	
104862	Romans	45	4	1	Abraham Justified by Faith	『genesis｜15｜1｜Genesis 15:1-7』『galatians｜3｜1｜Galatians 3:1-9』『hebrews｜11｜8｜Hebrews 11:8-19』『james｜2｜14｜James 2:14-26』
105097	Romans	45	4	13	Abraham Receives the Promise	『genesis｜15｜8｜Genesis 15:8-21』『numbers｜34｜1｜Numbers 34:1-15』
105364	Romans	45	5	1	The Triumph of Faith	『john｜14｜27｜John 14:27-31』
105466	Romans	45	5	6	Christ's Sacrifice for the Ungodly	『genesis｜22｜1｜Genesis 22:1-10』『john｜3｜16｜John 3:16-21』
